order_id,customer_id,product_id,order_date,quantity,revenue,discount
607,88,19,2025-06-17,1,159.25,0.0
608,50,16,2025-05-14,1,98.63,0.1
609,109,25,2025-01-21,1,92.84,0.05
610,77,17,2025-05-28,2,345.08,0.15
611,92,17,2025-01-28,1,202.99,0.0
612,58,18,2025-05-14,1,194.36,0.0
613,38,6,2025-03-16,3,437.49,0.0
614,259,23,2025-08-13,1,171.86,0.05
615,241,20,2025-08-25,1,111.61,0.15
616,153,13,2025-05-06,1,135.75,0.05
617,226,29,2025-07-30,1,57.91,0.1
618,129,10,2025-08-24,1,43.58,0.0
619,45,6,2025-01-21,1,145.83,0.0
620,48,11,2025-02-08,1,68.32,0.1
621,244,18,2025-03-29,2,388.72,0.0
622,15,4,2025-07-10,1,35.0,0.0
623,154,4,2025-07-28,1,33.25,0.05
624,69,23,2025-09-18,2,325.64,0.1
625,111,2,2025-04-03,2,117.24,0.0
626,109,10,2025-07-08,1,37.04,0.15
627,191,14,2025-09-13,1,52.52,0.0
628,267,3,2025-06-13,2,375.14,0.1
629,74,28,2025-03-14,2,442.66,0.05
630,246,24,2025-03-01,2,112.39,0.15
631,206,26,2025-06-28,2,164.47,0.1
632,89,18,2025-08-24,1,194.36,0.0
633,153,13,2025-05-02,2,285.78,0.0
634,70,3,2025-07-05,1,208.41,0.0
635,192,5,2025-08-02,1,158.24,0.0
636,144,24,2025-01-15,1,66.11,0.0
637,35,23,2025-09-27,1,162.82,0.1
638,100,7,2025-01-30,1,89.43,0.1
639,144,15,2025-08-20,1,214.66,0.0
640,220,16,2025-03-24,1,104.11,0.05
641,173,13,2025-01-07,1,128.6,0.1
642,36,25,2025-01-06,1,83.07,0.15
643,285,30,2025-06-23,1,28.25,0.05
644,115,30,2025-03-16,3,89.22,0.0
645,90,16,2025-01-21,3,295.89,0.1
646,222,27,2025-06-28,2,457.22,0.0
647,214,27,2025-04-19,1,217.18,0.05
648,200,24,2025-07-15,1,56.19,0.15
649,246,13,2025-04-14,1,114.31,0.2
650,230,7,2025-06-21,1,89.43,0.1
651,298,21,2025-06-27,2,447.64,0.05
652,187,17,2025-08-15,2,324.78,0.2
653,3,20,2025-06-24,3,393.93,0.0
654,270,16,2025-09-10,2,219.18,0.0
655,273,28,2025-01-24,2,465.96,0.0
656,50,22,2025-07-25,1,56.17,0.0
657,70,27,2025-02-19,2,457.22,0.0
658,79,3,2025-07-09,2,416.82,0.0
659,189,30,2025-08-29,2,47.58,0.2
660,79,12,2025-04-08,1,182.48,0.0
661,192,29,2025-02-07,3,154.44,0.2
662,209,5,2025-03-30,3,474.72,0.0
663,85,29,2025-09-02,3,193.05,0.0
664,272,18,2025-05-02,1,194.36,0.0
665,130,4,2025-03-26,1,31.5,0.1
666,81,7,2025-03-10,2,198.74,0.0
667,105,5,2025-07-20,2,269.01,0.15
668,265,11,2025-04-10,3,193.57,0.15
669,278,2,2025-06-06,3,158.27,0.1
670,97,18,2025-04-07,1,194.36,0.0
671,260,29,2025-03-23,1,64.35,0.0
672,32,1,2025-04-16,1,74.39,0.1
673,188,6,2025-03-28,1,145.83,0.0
674,56,17,2025-01-13,1,192.84,0.05
675,113,5,2025-06-20,2,300.66,0.05
676,79,18,2025-07-01,1,194.36,0.0
677,196,3,2025-03-12,1,166.73,0.2
678,296,6,2025-07-12,2,233.33,0.2
679,52,18,2025-01-09,1,194.36,0.0
680,298,19,2025-07-03,1,159.25,0.0
681,20,24,2025-03-06,3,198.33,0.0
682,24,15,2025-03-24,3,611.78,0.05
683,99,30,2025-01-22,1,25.28,0.15
684,42,2,2025-01-31,3,175.86,0.0
685,247,26,2025-07-26,3,232.99,0.15
686,56,23,2025-02-26,2,361.82,0.0
687,114,29,2025-07-17,2,128.7,0.0
688,219,21,2025-01-16,2,471.2,0.0
689,54,8,2025-01-26,2,166.99,0.1
690,74,11,2025-07-06,2,144.23,0.05
691,108,15,2025-06-11,3,515.18,0.2
692,206,14,2025-01-16,1,47.27,0.1
693,125,17,2025-05-20,3,548.07,0.1
694,129,22,2025-08-27,2,112.34,0.0
695,211,18,2025-02-14,1,194.36,0.0
696,44,27,2025-04-07,2,457.22,0.0
697,192,27,2025-07-04,2,457.22,0.0
698,55,26,2025-04-07,3,274.11,0.0
699,154,3,2025-03-20,1,208.41,0.0
700,34,1,2025-06-18,1,70.25,0.15
701,3,26,2025-02-01,1,77.66,0.15
702,105,1,2025-03-02,3,223.16,0.1
703,6,7,2025-01-10,1,94.4,0.05
704,228,21,2025-05-06,2,471.2,0.0
705,74,19,2025-07-10,1,151.29,0.05
706,204,24,2025-07-27,1,62.8,0.05
707,62,27,2025-07-28,3,651.54,0.05
708,130,4,2025-04-24,2,70.0,0.0
709,215,28,2025-07-22,1,209.68,0.1
710,176,11,2025-04-27,3,227.73,0.0
711,120,1,2025-05-25,2,140.5,0.15
712,137,4,2025-04-27,1,28.0,0.2
713,168,26,2025-07-22,2,173.6,0.05
714,183,29,2025-06-01,1,61.13,0.05
715,274,10,2025-07-31,2,82.8,0.05
716,17,9,2025-01-14,1,190.95,0.0
717,132,18,2025-02-16,1,194.36,0.0
718,205,15,2025-06-04,2,429.32,0.0
719,19,26,2025-01-26,1,82.23,0.1
720,174,28,2025-06-30,1,232.98,0.0
721,298,19,2025-03-17,1,159.25,0.0
722,131,11,2025-02-18,1,75.91,0.0
723,118,7,2025-02-15,3,283.2,0.05
724,189,22,2025-05-09,1,56.17,0.0
725,118,16,2025-05-24,1,104.11,0.05
726,134,16,2025-05-28,1,109.59,0.0
727,154,26,2025-07-18,1,82.23,0.1
728,212,3,2025-03-09,2,416.82,0.0
729,2,14,2025-04-18,3,157.56,0.0
730,218,12,2025-09-26,3,547.44,0.0
731,98,12,2025-05-29,2,364.96,0.0
732,66,10,2025-03-28,2,78.44,0.1
733,254,16,2025-05-10,2,186.3,0.15
734,46,3,2025-07-02,2,375.14,0.1
735,100,14,2025-06-11,2,99.79,0.05
736,134,13,2025-07-11,2,285.78,0.0
737,12,20,2025-05-03,3,374.23,0.05
738,51,8,2025-03-12,1,92.77,0.0
739,155,21,2025-04-17,2,424.08,0.1
740,69,11,2025-05-23,1,75.91,0.0
741,23,21,2025-01-09,1,235.6,0.0
742,17,26,2025-05-29,1,86.8,0.05
743,106,24,2025-02-04,3,198.33,0.0
744,266,12,2025-04-29,3,520.07,0.05
745,10,26,2025-05-25,1,91.37,0.0
746,257,12,2025-01-04,1,182.48,0.0
747,106,21,2025-08-02,1,188.48,0.2
748,197,19,2025-05-10,2,286.65,0.1
749,262,8,2025-05-05,1,88.13,0.05
750,140,9,2025-01-02,1,190.95,0.0
751,228,10,2025-07-31,2,87.16,0.0
752,253,14,2025-08-28,3,141.8,0.1
753,149,12,2025-06-16,2,310.22,0.15
754,135,9,2025-05-09,1,171.85,0.1
755,246,29,2025-02-13,3,193.05,0.0
756,145,19,2025-08-30,3,453.86,0.05
757,266,24,2025-07-19,2,125.61,0.05
758,57,30,2025-02-08,1,29.74,0.0
759,220,25,2025-09-01,2,195.46,0.0
760,283,10,2025-04-20,1,39.22,0.1
761,32,10,2025-01-25,1,39.22,0.1
762,57,20,2025-08-20,3,393.93,0.0
763,287,7,2025-08-20,1,84.46,0.15
764,18,15,2025-08-17,1,203.93,0.05
765,246,18,2025-04-20,3,583.08,0.0
766,30,12,2025-06-26,1,155.11,0.15
767,218,4,2025-06-10,2,63.0,0.1
768,42,19,2025-07-29,2,318.5,0.0
769,279,27,2025-07-27,1,228.61,0.0
770,34,21,2025-01-18,1,223.82,0.05
771,182,13,2025-09-16,1,135.75,0.05
772,186,26,2025-09-12,2,155.33,0.15
773,108,28,2025-03-23,2,396.07,0.15
774,258,5,2025-03-29,2,316.48,0.0
775,254,28,2025-02-01,2,442.66,0.05
776,169,21,2025-06-27,1,223.82,0.05
777,263,8,2025-09-12,2,166.99,0.1
778,65,4,2025-01-11,2,66.5,0.05
779,151,29,2025-08-25,2,128.7,0.0
780,151,27,2025-05-24,3,617.25,0.1
781,68,8,2025-06-08,2,185.54,0.0
782,300,12,2025-03-31,2,364.96,0.0
783,220,9,2025-01-12,2,324.61,0.15
784,182,28,2025-04-09,2,372.77,0.2
785,226,13,2025-04-13,1,135.75,0.05
786,58,14,2025-03-16,1,52.52,0.0
787,181,1,2025-03-12,1,74.39,0.1
788,256,19,2025-03-15,1,143.33,0.1
789,166,15,2025-09-18,2,429.32,0.0
790,10,12,2025-01-04,1,182.48,0.0
791,292,25,2025-08-03,2,195.46,0.0
792,101,3,2025-01-09,2,354.3,0.15
793,63,25,2025-08-14,1,92.84,0.05
794,255,13,2025-07-26,2,285.78,0.0
795,76,20,2025-03-10,1,124.74,0.05
796,167,26,2025-09-08,1,77.66,0.15
797,174,10,2025-09-03,1,41.4,0.05
798,294,23,2025-05-30,2,325.64,0.1
799,199,23,2025-02-18,3,542.73,0.0
800,168,16,2025-02-20,1,104.11,0.05
801,216,17,2025-03-21,1,182.69,0.1
802,27,4,2025-07-14,3,94.5,0.1
803,114,25,2025-08-30,2,195.46,0.0
804,196,12,2025-07-05,3,520.07,0.05
805,207,23,2025-06-05,2,361.82,0.0
806,145,18,2025-02-06,2,349.85,0.1
807,45,18,2025-07-25,3,553.93,0.05
808,19,13,2025-01-07,1,142.89,0.0
809,68,27,2025-02-03,1,228.61,0.0
810,266,10,2025-08-19,2,82.8,0.05
811,10,6,2025-05-08,1,138.54,0.05
812,193,28,2025-08-19,3,698.94,0.0
813,213,17,2025-09-22,1,182.69,0.1
814,185,30,2025-06-15,1,29.74,0.0
815,161,13,2025-04-07,3,428.67,0.0
816,292,26,2025-04-18,1,86.8,0.05
817,71,26,2025-08-07,2,155.33,0.15
818,80,24,2025-08-26,2,125.61,0.05
819,182,25,2025-06-05,2,195.46,0.0
820,18,15,2025-07-17,1,214.66,0.0
821,193,13,2025-08-15,1,142.89,0.0
822,153,13,2025-02-24,2,285.78,0.0
823,109,2,2025-07-03,3,175.86,0.0
824,87,9,2025-07-30,3,572.85,0.0
825,42,27,2025-01-17,1,228.61,0.0
826,63,30,2025-04-10,1,26.77,0.1
827,246,27,2025-03-22,2,457.22,0.0
828,197,30,2025-07-23,2,56.51,0.05
829,196,19,2025-06-01,3,477.75,0.0
830,57,19,2025-09-25,1,159.25,0.0
831,203,3,2025-07-28,1,208.41,0.0
832,252,9,2025-07-07,2,362.8,0.05
833,283,19,2025-03-17,2,318.5,0.0
834,109,1,2025-01-10,1,82.65,0.0
835,103,28,2025-05-26,3,698.94,0.0
836,220,18,2025-06-16,1,184.64,0.05
837,72,22,2025-09-11,1,56.17,0.0
838,38,27,2025-07-20,3,685.83,0.0
839,179,3,2025-03-23,2,395.98,0.05
840,158,4,2025-06-16,2,70.0,0.0
841,204,2,2025-08-23,3,158.27,0.1
842,279,16,2025-06-15,2,197.26,0.1
843,217,1,2025-05-15,1,82.65,0.0
844,106,5,2025-04-18,1,158.24,0.0
845,146,2,2025-03-15,3,167.07,0.05
846,17,4,2025-09-09,1,35.0,0.0
847,119,2,2025-07-17,1,55.69,0.05
848,179,30,2025-02-13,3,80.3,0.1
849,3,22,2025-03-15,1,56.17,0.0
850,93,16,2025-05-25,2,208.22,0.05
851,4,10,2025-08-19,1,43.58,0.0
852,211,5,2025-08-07,2,316.48,0.0
853,24,6,2025-01-04,1,145.83,0.0
854,168,16,2025-02-25,2,219.18,0.0
855,141,27,2025-09-19,1,228.61,0.0
856,241,3,2025-09-15,1,187.57,0.1
857,66,20,2025-06-20,1,118.18,0.1
858,107,23,2025-08-15,2,361.82,0.0
859,216,5,2025-03-25,2,316.48,0.0
860,181,13,2025-09-25,2,242.91,0.15
861,57,8,2025-05-08,2,185.54,0.0
862,5,26,2025-01-11,3,232.99,0.15
863,184,10,2025-04-26,1,43.58,0.0
864,31,11,2025-08-25,2,151.82,0.0
865,297,20,2025-08-14,1,131.31,0.0
866,199,7,2025-05-25,2,168.93,0.15
867,91,14,2025-03-11,3,141.8,0.1
868,214,20,2025-03-30,2,262.62,0.0
869,72,5,2025-02-18,2,316.48,0.0
870,114,15,2025-05-13,1,203.93,0.05
871,293,30,2025-08-31,1,29.74,0.0
872,123,16,2025-03-23,1,109.59,0.0
873,163,2,2025-06-05,1,55.69,0.05
874,169,16,2025-04-02,2,219.18,0.0
875,148,24,2025-07-08,1,66.11,0.0
876,128,7,2025-02-16,2,198.74,0.0
877,226,21,2025-08-12,1,223.82,0.05
878,147,9,2025-03-05,2,324.61,0.15
879,179,7,2025-09-17,3,298.11,0.0
880,64,29,2025-01-11,1,51.48,0.2
881,203,27,2025-01-21,3,548.66,0.2
882,91,4,2025-04-21,1,29.75,0.15
883,99,3,2025-06-08,2,333.46,0.2
884,281,11,2025-03-25,1,75.91,0.0
885,210,30,2025-03-10,1,29.74,0.0
886,188,6,2025-07-08,1,145.83,0.0
887,164,22,2025-03-26,1,56.17,0.0
888,177,3,2025-08-06,2,375.14,0.1
889,230,12,2025-01-26,2,364.96,0.0
890,123,16,2025-09-14,2,219.18,0.0
891,47,13,2025-07-27,1,142.89,0.0
892,155,6,2025-03-31,1,138.54,0.05
893,174,25,2025-09-21,1,92.84,0.05
894,21,8,2025-09-05,2,176.26,0.05
895,31,18,2025-09-06,2,369.28,0.05
896,271,30,2025-06-03,1,28.25,0.05
897,80,4,2025-03-25,2,70.0,0.0
898,232,29,2025-04-12,2,128.7,0.0
899,159,14,2025-08-13,1,52.52,0.0
900,91,24,2025-03-31,2,119.0,0.1
901,220,8,2025-08-03,2,166.99,0.1
902,135,10,2025-06-13,1,43.58,0.0
903,25,9,2025-05-09,1,181.4,0.05
904,153,22,2025-05-05,1,53.36,0.05
905,53,2,2025-03-23,1,58.62,0.0
906,293,20,2025-04-13,2,249.49,0.05
907,209,27,2025-04-27,2,365.78,0.2
908,105,15,2025-09-16,3,579.58,0.1
909,216,22,2025-01-24,1,50.55,0.1
910,28,4,2025-01-16,1,33.25,0.05
911,207,16,2025-09-06,1,104.11,0.05
912,218,19,2025-03-09,1,135.36,0.15
913,75,18,2025-04-13,1,194.36,0.0
914,215,7,2025-02-08,1,99.37,0.0
915,49,26,2025-06-10,2,155.33,0.15
916,2,9,2025-05-12,2,362.8,0.05
917,164,28,2025-01-01,2,465.96,0.0
918,112,30,2025-02-05,1,28.25,0.05
919,80,26,2025-03-24,1,91.37,0.0
920,22,24,2025-04-17,2,132.22,0.0
921,181,4,2025-06-13,2,59.5,0.15
922,181,18,2025-06-18,1,184.64,0.05
923,21,4,2025-04-13,2,70.0,0.0
924,85,17,2025-07-07,1,172.54,0.15
925,49,5,2025-01-02,2,316.48,0.0
926,59,1,2025-04-09,1,74.39,0.1
927,2,19,2025-07-30,1,135.36,0.15
928,144,4,2025-05-20,2,70.0,0.0
929,247,12,2025-04-16,1,155.11,0.15
930,69,13,2025-05-17,1,142.89,0.0
931,100,18,2025-01-09,3,495.62,0.15
932,114,14,2025-05-23,3,141.8,0.1
933,157,15,2025-09-17,1,203.93,0.05
934,172,7,2025-07-27,1,89.43,0.1
935,114,30,2025-04-12,2,56.51,0.05
936,255,20,2025-02-27,1,118.18,0.1
937,196,23,2025-04-02,2,307.55,0.15
938,300,2,2025-08-24,2,117.24,0.0
939,45,9,2025-08-22,1,190.95,0.0
940,30,18,2025-07-23,2,349.85,0.1
941,185,29,2025-03-03,1,61.13,0.05
942,25,19,2025-05-21,2,318.5,0.0
943,130,29,2025-09-03,1,57.91,0.1
944,31,12,2025-02-16,1,182.48,0.0
945,110,5,2025-02-27,1,142.42,0.1
946,256,24,2025-06-20,1,59.5,0.1
947,286,7,2025-09-12,3,283.2,0.05
948,3,26,2025-05-06,2,182.74,0.0
949,188,26,2025-07-23,1,82.23,0.1
950,11,7,2025-05-26,2,188.8,0.05
951,46,12,2025-06-30,1,182.48,0.0
952,255,29,2025-01-30,1,64.35,0.0
953,115,20,2025-09-18,1,118.18,0.1
954,211,23,2025-02-09,1,180.91,0.0
955,83,18,2025-06-19,2,388.72,0.0
956,169,1,2025-08-17,1,82.65,0.0
957,16,23,2025-05-15,1,180.91,0.0
958,72,5,2025-04-16,2,316.48,0.0
959,177,26,2025-05-13,3,246.7,0.1
960,161,11,2025-08-23,1,75.91,0.0
961,286,26,2025-05-24,2,146.19,0.2
962,154,16,2025-08-29,3,328.77,0.0
963,134,14,2025-02-19,3,157.56,0.0
964,146,27,2025-03-13,2,457.22,0.0
965,247,30,2025-07-05,3,75.84,0.15
966,246,6,2025-01-26,2,277.08,0.05
967,278,19,2025-05-31,1,135.36,0.15
968,213,9,2025-07-02,1,190.95,0.0
969,52,2,2025-09-26,1,52.76,0.1
970,34,3,2025-08-18,1,208.41,0.0
971,120,27,2025-09-04,1,205.75,0.1
972,210,7,2025-05-13,1,99.37,0.0
973,94,4,2025-05-09,1,35.0,0.0
974,29,18,2025-01-12,2,369.28,0.05
975,293,13,2025-07-27,1,135.75,0.05
976,139,23,2025-06-23,2,361.82,0.0
977,143,28,2025-02-11,1,232.98,0.0
978,192,19,2025-09-15,1,143.33,0.1
979,232,26,2025-01-29,1,82.23,0.1
980,256,25,2025-03-28,2,175.91,0.1
981,283,10,2025-07-17,2,82.8,0.05
982,17,27,2025-06-17,1,194.32,0.15
983,76,7,2025-07-23,1,99.37,0.0
984,214,23,2025-06-07,2,361.82,0.0
985,267,5,2025-04-09,1,158.24,0.0
986,216,1,2025-04-04,3,247.95,0.0
987,220,28,2025-01-31,1,232.98,0.0
988,130,8,2025-04-15,1,78.85,0.15
989,101,21,2025-02-27,2,376.96,0.2
990,20,29,2025-02-07,2,115.83,0.1
991,121,26,2025-06-18,1,82.23,0.1
992,1,19,2025-09-18,2,318.5,0.0
993,48,25,2025-04-04,2,185.69,0.05
994,205,25,2025-06-24,3,263.87,0.1
995,69,24,2025-04-14,3,168.58,0.15
996,216,18,2025-07-31,2,349.85,0.1
997,205,13,2025-02-08,1,142.89,0.0
998,254,24,2025-06-21,1,66.11,0.0
999,178,13,2025-07-07,1,121.46,0.15
1000,15,4,2025-08-02,1,31.5,0.1
1001,146,7,2025-01-04,1,99.37,0.0
1002,16,3,2025-01-29,2,416.82,0.0
1003,289,25,2025-02-26,1,78.18,0.2
1004,93,20,2025-06-07,1,118.18,0.1
1005,77,18,2025-05-31,3,495.62,0.15
1006,231,8,2025-01-18,1,92.77,0.0
1007,189,22,2025-01-17,1,56.17,0.0
1008,120,5,2025-02-03,2,300.66,0.05
1009,202,24,2025-01-11,1,59.5,0.1
1010,253,30,2025-03-21,1,28.25,0.05
1011,12,3,2025-08-29,2,333.46,0.2
1012,228,16,2025-05-14,1,98.63,0.1
1013,66,9,2025-04-02,2,381.9,0.0
1014,259,20,2025-04-13,1,118.18,0.1
1015,101,6,2025-08-14,2,247.91,0.15
1016,182,7,2025-09-12,1,99.37,0.0
1017,285,10,2025-08-12,1,41.4,0.05
1018,256,26,2025-01-24,2,173.6,0.05
1019,25,27,2025-04-26,1,228.61,0.0
1020,37,26,2025-05-17,2,173.6,0.05
1021,182,10,2025-03-27,1,43.58,0.0
1022,235,11,2025-04-10,3,227.73,0.0
1023,15,11,2025-04-11,2,136.64,0.1
1024,114,11,2025-05-10,2,151.82,0.0
1025,214,18,2025-06-15,1,174.92,0.1
1026,194,27,2025-05-16,2,457.22,0.0
1027,274,23,2025-02-19,3,515.59,0.05
1028,191,12,2025-06-30,3,520.07,0.05
1029,75,7,2025-01-21,1,89.43,0.1
1030,211,16,2025-03-27,2,219.18,0.0
1031,151,13,2025-03-10,2,285.78,0.0
1032,9,25,2025-04-11,2,195.46,0.0
1033,243,17,2025-02-12,1,172.54,0.15
1034,206,3,2025-04-10,2,416.82,0.0
1035,258,15,2025-05-15,3,515.18,0.2
1036,158,17,2025-09-19,1,202.99,0.0
1037,229,24,2025-06-17,1,62.8,0.05
1038,24,1,2025-02-13,2,165.3,0.0
1039,156,8,2025-07-18,2,157.71,0.15
1040,234,3,2025-04-26,2,354.3,0.15
1041,210,14,2025-08-08,1,44.64,0.15
1042,100,5,2025-04-13,1,158.24,0.0
1043,226,7,2025-05-07,2,178.87,0.1
1044,53,18,2025-05-12,1,174.92,0.1
1045,112,25,2025-01-07,3,249.21,0.15
1046,223,15,2025-09-07,2,429.32,0.0
1047,263,23,2025-07-08,3,542.73,0.0
1048,58,9,2025-04-25,1,190.95,0.0
1049,173,10,2025-03-19,2,82.8,0.05
1050,39,23,2025-01-27,1,180.91,0.0
1051,147,28,2025-08-01,1,198.03,0.15
1052,240,10,2025-01-22,1,43.58,0.0
1053,258,12,2025-09-19,1,182.48,0.0
1054,221,27,2025-08-10,1,194.32,0.15
1055,258,29,2025-08-13,1,61.13,0.05
1056,183,8,2025-09-03,2,176.26,0.05
1057,6,12,2025-05-07,2,346.71,0.05
1058,155,1,2025-08-23,2,165.3,0.0
1059,40,5,2025-09-21,1,158.24,0.0
1060,137,24,2025-03-28,1,52.89,0.2
1061,84,18,2025-09-09,3,583.08,0.0
1062,152,2,2025-05-19,1,55.69,0.05
1063,38,8,2025-08-07,2,185.54,0.0
1064,79,12,2025-06-10,3,492.7,0.1
1065,221,9,2025-04-23,2,362.8,0.05
1066,186,21,2025-07-16,1,212.04,0.1
1067,115,25,2025-05-21,1,97.73,0.0
1068,239,14,2025-01-10,1,42.02,0.2
1069,195,11,2025-01-12,1,75.91,0.0
1070,177,25,2025-01-11,3,278.53,0.05
1071,39,21,2025-08-06,3,636.12,0.1
1072,56,22,2025-09-10,3,151.66,0.1
1073,291,13,2025-06-29,3,385.8,0.1
1074,196,20,2025-03-21,3,393.93,0.0
1075,225,26,2025-04-03,1,91.37,0.0
1076,7,27,2025-02-24,1,228.61,0.0
1077,90,8,2025-08-21,1,78.85,0.15
1078,292,25,2025-06-01,2,195.46,0.0
1079,141,29,2025-04-24,2,115.83,0.1
1080,143,8,2025-02-02,2,157.71,0.15
1081,201,23,2025-08-12,3,542.73,0.0
1082,85,13,2025-01-31,2,228.62,0.2
1083,141,28,2025-04-09,3,663.99,0.05
1084,62,13,2025-06-16,2,242.91,0.15
1085,86,30,2025-02-21,1,28.25,0.05
1086,298,12,2025-08-26,3,465.32,0.15
1087,136,23,2025-03-05,1,162.82,0.1
1088,114,20,2025-01-16,1,118.18,0.1
1089,166,6,2025-06-30,2,247.91,0.15
1090,90,12,2025-03-20,1,182.48,0.0
1091,176,12,2025-04-06,1,164.23,0.1
1092,224,6,2025-05-02,2,277.08,0.05
1093,163,2,2025-08-18,3,175.86,0.0
1094,210,16,2025-04-06,3,312.33,0.05
1095,86,11,2025-07-03,1,72.11,0.05
1096,92,6,2025-05-13,1,116.66,0.2
1097,221,16,2025-02-15,3,328.77,0.0
1098,276,19,2025-02-08,2,302.57,0.05
1099,104,1,2025-05-03,3,235.55,0.05
1100,242,7,2025-04-23,3,298.11,0.0
1101,46,24,2025-05-15,3,188.41,0.05
1102,131,27,2025-07-31,1,182.89,0.2
1103,128,12,2025-06-07,1,155.11,0.15
1104,45,12,2025-08-07,1,182.48,0.0
1105,177,4,2025-07-10,1,35.0,0.0
1106,190,15,2025-05-25,3,579.58,0.1
1107,40,19,2025-03-23,2,302.57,0.05
1108,83,15,2025-09-19,1,203.93,0.05
1109,171,7,2025-06-26,1,94.4,0.05
1110,138,7,2025-05-09,1,79.5,0.2
1111,293,20,2025-01-24,1,131.31,0.0
1112,234,17,2025-04-03,3,578.52,0.05
1113,280,11,2025-01-12,1,68.32,0.1
1114,228,28,2025-05-21,1,209.68,0.1
1115,80,1,2025-06-08,2,165.3,0.0
1116,31,2,2025-01-15,1,58.62,0.0
1117,196,11,2025-01-29,1,60.73,0.2
1118,77,5,2025-03-22,2,316.48,0.0
1119,19,7,2025-04-12,2,168.93,0.15
1120,297,30,2025-07-22,3,89.22,0.0
1121,71,25,2025-04-13,1,87.96,0.1
1122,157,11,2025-07-13,1,72.11,0.05
1123,113,25,2025-06-14,2,195.46,0.0
1124,153,1,2025-05-07,1,78.52,0.05
1125,18,10,2025-04-02,1,43.58,0.0
1126,52,3,2025-07-25,1,197.99,0.05
1127,93,4,2025-05-25,3,99.75,0.05
1128,2,23,2025-09-17,2,325.64,0.1
1129,149,13,2025-04-28,2,285.78,0.0
1130,154,23,2025-06-16,2,343.73,0.05
1131,56,4,2025-05-29,3,94.5,0.1
1132,272,24,2025-08-08,1,56.19,0.15
1133,66,15,2025-03-27,2,407.85,0.05
1134,150,14,2025-04-23,1,47.27,0.1
1135,218,13,2025-06-01,1,142.89,0.0
1136,94,3,2025-02-17,3,625.23,0.0
1137,172,29,2025-06-26,2,122.26,0.05
1138,203,25,2025-05-01,1,97.73,0.0
1139,216,12,2025-02-12,1,164.23,0.1
1140,237,5,2025-05-14,1,158.24,0.0
1141,22,9,2025-03-29,1,190.95,0.0
1142,51,24,2025-06-25,3,198.33,0.0
1143,246,3,2025-04-16,1,187.57,0.1
1144,36,26,2025-07-23,3,246.7,0.1
1145,170,18,2025-02-08,1,174.92,0.1
1146,287,1,2025-05-21,1,70.25,0.15
1147,184,24,2025-07-20,2,132.22,0.0
1148,188,2,2025-08-18,1,55.69,0.05
1149,198,3,2025-02-25,1,208.41,0.0
1150,116,28,2025-05-18,3,629.05,0.1
1151,50,18,2025-03-12,1,194.36,0.0
1152,105,24,2025-01-02,2,132.22,0.0
1153,154,7,2025-04-04,1,89.43,0.1
1154,65,2,2025-09-14,1,58.62,0.0
1155,148,29,2025-05-29,2,128.7,0.0
1156,278,20,2025-03-23,1,131.31,0.0
1157,280,14,2025-07-22,2,105.04,0.0
1158,208,24,2025-07-24,3,188.41,0.05
1159,238,1,2025-03-16,1,82.65,0.0
1160,29,5,2025-07-05,3,474.72,0.0
1161,285,11,2025-05-18,1,68.32,0.1
1162,204,15,2025-02-11,3,643.98,0.0
1163,26,19,2025-02-25,2,286.65,0.1
1164,130,17,2025-06-07,2,405.98,0.0
1165,22,2,2025-04-20,1,52.76,0.1
1166,53,19,2025-06-17,2,318.5,0.0
1167,105,22,2025-05-26,2,112.34,0.0
1168,167,9,2025-05-14,1,171.85,0.1
1169,239,7,2025-02-06,1,89.43,0.1
1170,125,17,2025-07-11,1,182.69,0.1
1171,161,2,2025-08-27,2,117.24,0.0
1172,202,24,2025-05-12,2,125.61,0.05
1173,89,13,2025-09-10,1,142.89,0.0
1174,176,1,2025-02-27,1,74.39,0.1
1175,35,25,2025-05-05,1,78.18,0.2
1176,85,9,2025-07-07,1,190.95,0.0
1177,105,26,2025-02-10,2,182.74,0.0
1178,105,6,2025-06-11,1,145.83,0.0
1179,225,19,2025-07-07,3,477.75,0.0
1180,169,30,2025-01-14,2,59.48,0.0
1181,8,26,2025-02-05,2,155.33,0.15
1182,208,22,2025-07-23,1,56.17,0.0
1183,101,29,2025-05-07,1,61.13,0.05
1184,167,18,2025-09-14,2,369.28,0.05
1185,188,29,2025-05-18,1,54.7,0.15
1186,110,16,2025-02-02,1,109.59,0.0
1187,266,22,2025-03-06,2,112.34,0.0
1188,80,15,2025-08-29,2,343.46,0.2
1189,109,11,2025-05-25,1,75.91,0.0
1190,139,28,2025-04-09,2,465.96,0.0
1191,287,17,2025-01-10,2,385.68,0.05
1192,197,6,2025-01-30,1,131.25,0.1
1193,48,9,2025-05-10,2,381.9,0.0
1194,54,26,2025-09-22,3,260.4,0.05
1195,290,11,2025-03-15,3,204.96,0.1
1196,242,2,2025-07-13,1,58.62,0.0
1197,1,21,2025-03-13,1,235.6,0.0
1198,53,12,2025-01-08,1,155.11,0.15
1199,114,19,2025-06-15,1,143.33,0.1
1200,299,20,2025-06-27,1,118.18,0.1
1201,201,14,2025-04-25,1,52.52,0.0
1202,196,26,2025-04-21,1,82.23,0.1
1203,179,17,2025-06-02,1,192.84,0.05
1204,154,24,2025-01-19,1,66.11,0.0
